PR,URL,HTTP status code,Content type,Is indexable page,Title,Title length,Meta description,Meta description length,H1,H1 length,Meta robots,Robots information in HTTP headers,Canonical URL,Canonical URL code,Size (bytes),No. of content words,Depth,No. of href inlinks,No. of inlinks dofollow,No. of internal outlinks,No. of external outlinks,Loading time (ms),Redirect URL,Redirect URL code,Final redirect URL,Final redirect URL code,Organic traffic,No. of backlinks,No. of dofollow backlinks,No. of nofollow backlinks,No. of referring domains,No. of referring pages
20,https://www.newyorkspecialed.net/districts/niagara-falls-city-sd/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in Niagara Falls City SD | NY Special Ed,78,"Navigating special education in Niagara Falls City SD? Learn about CSE meetings, IEPs, and your rights. Find local support and advocates for your child.",152,Special Education Providers in Niagara Falls City SD,52,,,https://www.newyorkspecialed.net/districts/niagara-falls-city-sd/partners.html,200,5232,831,1,8,8,40,9,43,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/mount-vernon-city-sd/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in Mount Vernon City SD | NY Special Ed,77,"Navigating special education in Mount Vernon City SD? Learn about CSE meetings, IEPs, and your rights. Find local advocates and resources to support your child.",160,Special Education Providers in Mount Vernon City SD,51,,,https://www.newyorkspecialed.net/districts/mount-vernon-city-sd/partners.html,200,5302,841,1,8,8,40,9,39,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/poughkeepsie-city-sd/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in Poughkeepsie City SD,49,"Suspension, MDR, and discipline rights for students with disabilities in Poughkeepsie City SD.",94,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/poughkeepsie-city-sd/discipline-rights.html,200,9121,2417,0,8,8,39,0,41,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/mount-vernon-city-sd/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in Mount Vernon City SD,48,Step-by-step guide to the 60-day special education evaluation timeline in Mount Vernon City SD.,95,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/mount-vernon-city-sd/evaluation-process.html,200,10836,3312,0,8,8,39,0,64,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-29-queens-village/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 29,39,Step-by-step guide to the 60-day special education evaluation timeline in District 29.,86,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-29-queens-village/evaluation-process.html,200,9878,2831,0,8,8,39,0,73,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/buffalo-city-sd/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for Buffalo City SD Parents | NY Special Ed,62,A guide for Buffalo City SD parents navigating CSE meetings and IEPs. Understand your rights and learn how to advocate for your child's special education needs.,160,Parent Advocacy Guide for Buffalo City SD,41,,,https://www.newyorkspecialed.net/districts/buffalo-city-sd/parent-advocacy-guide.html,200,5302,1270,2,1,1,40,0,53,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-07-south-bronx/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 7,38,Step-by-step guide to the 60-day special education evaluation timeline in District 7.,85,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-07-south-bronx/evaluation-process.html,200,10506,3132,0,8,8,39,0,126,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-20-bay-ridge/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for NYC District 20 Bay Ridge Parents | NY Special Ed,72,"A parent's guide to navigating the special education process in NYC District 20 Bay Ridge. Learn about CSE meetings, IEPs, parent rights, and advocacy tips.",156,Parent Advocacy Guide for NYC District 20 Bay Ridge,51,,,https://www.newyorkspecialed.net/districts/nyc-district-20-bay-ridge/parent-advocacy-guide.html,200,4949,1106,2,1,1,40,0,102,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-14-williamsburg/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in NYC District 14 Williamsburg | NY Special Ed,85,"Navigating special education in NYC District 14, Williamsburg? Understand CSE meetings, IEPs, and your rights. Find local advocates and resources for your child's success.",171,Special Education Providers in NYC District 14 Williamsburg,59,,,https://www.newyorkspecialed.net/districts/nyc-district-14-williamsburg/partners.html,200,5296,836,1,8,8,40,9,79,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-29-queens-village/leadership-directory.html,200,text/html; charset=utf-8,true,Special Education Contacts: District 29,39,"Direct phone numbers and emails for District 29 Committee on Special Education (CSE), CPSE, and leadership offices.",115,,,,,https://www.newyorkspecialed.net/districts/nyc-district-29-queens-village/leadership-directory.html,200,6234,1522,0,8,8,39,0,60,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/sachem-csd/special-ed-updates.html,200,text/html; charset=utf-8,true,Special Education Updates — Sachem CSD | NY Special Ed,54,"Stay informed on Sachem CSD special education news and policy updates. Track budget changes, IEP procedures, and more for your child's education.",145,Special Education Updates for Sachem CSD,40,,,https://www.newyorkspecialed.net/districts/sachem-csd/special-ed-updates.html,200,1856,275,2,8,8,6,2,40,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-19-east-new-york/,200,text/html; charset=utf-8,true,District 19 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 19. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 19 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-19-east-new-york/,200,7452,1784,0,1,1,41,0,47,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-17-crown-heights/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for NYC District 17 Crown Heights Parents | NY Special Ed,76,"A parent's guide to navigating the CSE process in NYC District 17 Crown Heights. Learn about parent rights, IEPs, and effective advocacy for your child's special education needs.",178,Parent Advocacy Guide for NYC District 17 Crown Heights,55,,,https://www.newyorkspecialed.net/districts/nyc-district-17-crown-heights/parent-advocacy-guide.html,200,4697,992,1,3,3,40,0,36,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-13-brooklyn-heights/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide for District 13,33,"Prepare for your Committee on Special Education meeting in District 13. Tips for Private placement advocacy, Carter Cases, inclusion models.",140,Who Must Be in the Room,23,,,https://www.newyorkspecialed.net/districts/nyc-district-13-brooklyn-heights/cse-meeting-guide.html,200,10564,3002,0,9,9,39,0,510,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-30-astoria/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 30,39,Step-by-step guide to the 60-day special education evaluation timeline in District 30.,86,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-30-astoria/evaluation-process.html,200,9839,2809,0,9,9,39,0,133,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-07-south-bronx/leadership-directory.html,200,text/html; charset=utf-8,true,Special Education Contacts: District 7,38,"Direct phone numbers and emails for District 7 Committee on Special Education (CSE), CPSE, and leadership offices.",114,,,,,https://www.newyorkspecialed.net/districts/nyc-district-07-south-bronx/leadership-directory.html,200,6917,1845,0,8,8,39,0,36,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-04-east-harlem,200,text/html; charset=utf-8,false,District 4 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 4. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 4 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-04-east-harlem/,200,8135,2040,0,510,510,40,0,52,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-30-astoria,200,text/html; charset=utf-8,false,District 30 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 30. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 30 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-30-astoria/,200,8317,2155,0,510,510,40,0,49,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-06-washington-heights,200,text/html; charset=utf-8,false,District 6 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 6. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 6 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-06-washington-heights/,200,7446,1682,0,510,510,40,0,61,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/guides/evaluation-request-ny,200,text/html; charset=utf-8,false,How to Request a Special Ed Evaluation in NY | newyorkspecialed.net,67,,,"How to Request a Special Ed Evaluation in NY
Requesting an Initial Special Education Evaluation in New York: Your Actionable Guide","44
85",,,https://www.newyorkspecialed.net/guides/evaluation-request-ny/,200,8593,1682,0,512,512,34,0,48,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/guides/dispute-resolution-ny,200,text/html; charset=utf-8,false,NY Dispute Resolution & Impartial Hearings | newyorkspecialed.net,65,,,"NY Dispute Resolution & Impartial Hearings
Special Education Dispute Resolution in New York: A Comprehensive Guide","42
71",,,https://www.newyorkspecialed.net/guides/dispute-resolution-ny/,200,6996,1438,0,512,512,34,0,13,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/yonkers-city-sd,200,text/html; charset=utf-8,false,Yonkers City SD Special Education Hub | newyorkspecialed.net,60,"Complete guide to Special Education in Yonkers City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",120,Yonkers City SD Special Ed Hub,30,,,https://www.newyorkspecialed.net/districts/yonkers-city-sd/,200,7459,1697,0,510,510,40,0,66,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/syracuse-city-sd,200,text/html; charset=utf-8,false,Syracuse City SD Special Education Hub | newyorkspecialed.net,61,"Complete guide to Special Education in Syracuse City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",121,Syracuse City SD Special Ed Hub,31,,,https://www.newyorkspecialed.net/districts/syracuse-city-sd/,200,7964,1980,0,510,510,40,0,46,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-26-bayside,200,text/html; charset=utf-8,false,District 26 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 26. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 26 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-26-bayside/,200,8183,2028,0,510,510,40,0,55,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/images/logo.png,200,image/png,false,,,,,,,,,,,48201,0,1,0,0,0,0,106,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/privacy-policy,200,text/html; charset=utf-8,false,Privacy Policy | newyorkspecialed.net,37,,,Privacy Policy,14,,,https://www.newyorkspecialed.net/privacy-policy/,200,5591,1039,1,512,512,34,0,154,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/contact,200,text/html; charset=utf-8,false,Contact Us | newyorkspecialed.net,33,,,"Contact Us
Contact newyorkspecialed.net","10
28",,,https://www.newyorkspecialed.net/contact/,200,4012,354,0,517,517,34,0,69,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nys-overview,200,text/html; charset=utf-8,false,Districts | NY Special Education Resources,42,,,Districts,9,,,https://www.newyorkspecialed.net/districts/nys-overview/,200,3280,263,0,512,512,35,0,57,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-13-brooklyn-heights,200,text/html; charset=utf-8,false,District 13 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 13. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 13 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-13-brooklyn-heights/,200,8572,2161,0,510,510,40,0,50,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-02-upper-east-side,200,text/html; charset=utf-8,false,District 2 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 2. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 2 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-02-upper-east-side/,200,8155,2057,0,510,510,40,0,50,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-05-central-harlem,200,text/html; charset=utf-8,false,District 5 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 5. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 5 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-05-central-harlem/,200,8032,1921,0,510,510,40,0,130,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/guides/cse-meeting-guide,200,text/html; charset=utf-8,false,New York State CSE Meeting Guide | New York Special Ed,54,A comprehensive parent guide to navigating the Committee on Special Education (CSE) meetings in New York State.,111,New York State CSE Meeting Guide,32,,,https://www.newyorkspecialed.net/guides/cse-meeting-guide/,200,6395,1395,0,512,512,32,0,53,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/guides/carter-cases-private-placement,200,text/html; charset=utf-8,false,Carter Cases & Private Placements | newyorkspecialed.net,56,,,Carter Cases & Private Placements,33,,,https://www.newyorkspecialed.net/guides/carter-cases-private-placement/,200,7794,1911,0,510,510,34,0,74,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/albany-city-sd,200,text/html; charset=utf-8,false,Albany City SD Special Education Hub | newyorkspecialed.net,59,"Complete guide to Special Education in Albany City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",119,Albany City SD Special Ed Hub,29,,,https://www.newyorkspecialed.net/districts/albany-city-sd/,200,8722,2307,0,510,510,40,0,62,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/rochester-city-sd,200,text/html; charset=utf-8,false,Rochester City SD Special Education Hub | newyorkspecialed.net,62,"Complete guide to Special Education in Rochester City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",122,Rochester City SD Special Ed Hub,32,,,https://www.newyorkspecialed.net/districts/rochester-city-sd/,200,8016,1973,0,510,510,40,0,40,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-03-upper-west-side,200,text/html; charset=utf-8,false,District 3 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 3. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 3 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-03-upper-west-side/,200,8424,2069,0,510,510,40,0,50,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-31-staten-island,200,text/html; charset=utf-8,false,District 31 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 31. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 31 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-31-staten-island/,200,7804,1774,0,510,510,40,0,83,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-15-park-slope,200,text/html; charset=utf-8,false,District 15 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 15. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 15 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-15-park-slope/,200,7777,1786,0,510,510,40,0,68,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/guides/bilingual-iep-new-york,200,text/html; charset=utf-8,false,Bilingual IEPs & Evaluations in NY | newyorkspecialed.net,57,,,Bilingual IEPs & Evaluations in NY,34,,,https://www.newyorkspecialed.net/guides/bilingual-iep-new-york/,200,7136,1717,0,512,512,34,0,128,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/guides/cpse-preschool-special-education,200,text/html; charset=utf-8,false,CPSE: Preschool Special Education Guide | newyorkspecialed.net,62,,,"CPSE: Preschool Special Education Guide
Understanding the Committee on Preschool Special Education (CPSE) in New York State","39
83",,,https://www.newyorkspecialed.net/guides/cpse-preschool-special-education/,200,7189,1660,0,510,510,34,0,54,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-20-bay-ridge,200,text/html; charset=utf-8,false,District 20 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 20. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 20 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-20-bay-ridge/,200,7861,1919,0,510,510,40,0,51,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-75,200,text/html; charset=utf-8,false,District 75 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 75. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 75 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-75/,200,7987,1973,0,510,510,40,0,93,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/about,200,text/html; charset=utf-8,false,About Rachel Whitcomb | New York Special Ed,43,Rachel Whitcomb is the founder of New York Special Ed and the parent of a twice-exceptional daughter whose story — and a single phrase from a teacher — changed the course of her life.,183,Rachel Whitcomb,15,,,https://www.newyorkspecialed.net/about/,200,11323,2028,0,512,512,15,0,52,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/sitemap.xml,200,application/xml,false,,,,,,,,,,,2255,0,,513,513,0,0,13,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/nyc-district-01-lower-east-side,200,text/html; charset=utf-8,false,District 1 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 1. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 1 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-01-lower-east-side/,200,7744,1790,0,510,510,40,0,16,,,,,0,0,0,0,0,0
19,https://www.newyorkspecialed.net/districts/buffalo-city-sd,200,text/html; charset=utf-8,false,Buffalo City SD Special Education Hub | newyorkspecialed.net,60,"Complete guide to Special Education in Buffalo City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",120,Buffalo City SD Special Ed Hub,30,,,https://www.newyorkspecialed.net/districts/buffalo-city-sd/,200,8716,2347,0,510,510,40,0,81,,,,,0,0,0,0,0,0
2,https://www.newyorkspecialed.net/guides/parent-advocacy-guide.html,404,text/plain; charset=utf-8,false,,,,,,,,,,,79,0,1,60,60,0,0,14,,,,,0,0,0,0,0,0
2,https://www.newyorkspecialed.net/styles/partners.css,404,text/plain; charset=utf-8,false,,,,,,,,,,,79,0,2,0,0,0,0,48,,,,,0,0,0,0,0,0
1,https://www.newyorkspecialed.net/districts/nyc-district-24-maspeth,200,text/html; charset=utf-8,false,District 24 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 24. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 24 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-24-maspeth/,200,7706,1862,0,19,19,41,0,54,,,,,0,0,0,0,0,0
1,https://www.newyorkspecialed.net/districts/nyc-district-22-midwood,200,text/html; charset=utf-8,false,District 22 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 22. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 22 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-22-midwood/,200,7810,1825,0,19,19,41,0,43,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-30-astoria/index.html,200,text/html; charset=utf-8,false,District 30 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 30. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 30 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-30-astoria/,200,8317,2155,1,10,10,40,0,56,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-03-upper-west-side/index.html,200,text/html; charset=utf-8,false,District 3 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 3. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 3 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-03-upper-west-side/,200,8424,2069,1,10,10,40,0,135,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-15-park-slope/index.html,200,text/html; charset=utf-8,false,District 15 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 15. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 15 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-15-park-slope/,200,7777,1786,1,10,10,40,0,60,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/greece-csd/index.html,200,text/html; charset=utf-8,false,Special Education Resources — Greece CSD | NY Special Ed,56,Navigating special education in Greece CSD can be challenging. Understand your rights in the CSE process. Get support and resources for your child's IEP.,153,Special Education Resources in Greece CSD,41,,,https://www.newyorkspecialed.net/districts/greece-csd/,200,2120,310,1,9,9,7,0,46,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/newburgh-enlarged-city-sd/index.html,200,text/html; charset=utf-8,false,Newburgh Enlarged City SD Special Education Hub | newyorkspecialed.net,70,"Complete guide to Special Education in Newburgh Enlarged City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",130,Newburgh Enlarged City SD Special Ed Hub,40,,,https://www.newyorkspecialed.net/districts/newburgh-enlarged-city-sd/,200,7747,2007,1,9,9,40,0,56,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-79/index.html,200,text/html; charset=utf-8,false,District 79 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 79. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 79 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-79/,200,7640,1849,1,9,9,40,0,44,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-20-bay-ridge/index.html,200,text/html; charset=utf-8,false,District 20 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 20. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 20 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-20-bay-ridge/,200,7861,1919,1,10,10,40,0,62,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-27-rockaway/index.html,200,text/html; charset=utf-8,false,District 27 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 27. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 27 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-27-rockaway/,200,8048,2085,1,9,9,40,0,47,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-05-central-harlem/index.html,200,text/html; charset=utf-8,false,District 5 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 5. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 5 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-05-central-harlem/,200,8032,1921,1,10,10,40,0,80,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-21-coney-island/index.html,200,text/html; charset=utf-8,false,District 21 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 21. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 21 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-21-coney-island/,200,7689,1902,1,9,9,40,0,48,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-25-flushing/index.html,200,text/html; charset=utf-8,false,District 25 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 25. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 25 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-25-flushing/,200,7782,1949,1,9,9,40,0,87,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-22-midwood/index.html,200,text/html; charset=utf-8,false,District 22 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 22. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 22 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-22-midwood/,200,7810,1825,1,10,10,40,0,62,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-08-throgs-neck/index.html,200,text/html; charset=utf-8,false,District 8 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 8. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 8 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-08-throgs-neck/,200,8018,2107,1,9,9,40,0,39,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nys-overview/index.html,200,text/html; charset=utf-8,false,Districts | NY Special Education Resources,42,,,Districts,9,,,https://www.newyorkspecialed.net/districts/nys-overview/,200,3280,263,1,2,2,35,0,44,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/buffalo-city-sd/index.html,200,text/html; charset=utf-8,false,Buffalo City SD Special Education Hub | newyorkspecialed.net,60,"Complete guide to Special Education in Buffalo City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",120,Buffalo City SD Special Ed Hub,30,,,https://www.newyorkspecialed.net/districts/buffalo-city-sd/,200,8716,2347,1,10,10,40,0,50,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-11-pelham-parkway/index.html,200,text/html; charset=utf-8,false,District 11 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 11. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 11 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-11-pelham-parkway/,200,7555,1838,1,9,9,40,0,37,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-14-williamsburg/index.html,200,text/html; charset=utf-8,false,District 14 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 14. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 14 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-14-williamsburg/,200,7754,1872,1,9,9,40,0,42,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-24-maspeth/index.html,200,text/html; charset=utf-8,false,District 24 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 24. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 24 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-24-maspeth/,200,7706,1862,1,10,10,40,0,60,,,,,0,0,0,0,0,0
0,https://newyorkspecialed.net/,307,text/plain,false,,,,,,,,,,,15,0,0,0,0,0,0,17,https://www.newyorkspecialed.net/,200,https://www.newyorkspecialed.net/,200,0,2,0,2,1,2
